2026-06-30 12:58:00 [Trigger] Trigger app started; polling http://127.0.0.1:5000/monitor-data
2026-06-30 12:58:00 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T10:58:00.227311+00:00", "flight_number": "CD5678", "simple_status": "Parked", "new_error_type": "Cabin Pressure", "new_error_message": "Flight CD5678: Cabin Pressure current=15.48 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.48, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight CD5678: Cabin Pressure current=15.48 expected min=10.9 max=14.7", "first_detected": "2026-06-30T10:58:00.227302+00:00"}]}
2026-06-30 13:01:44 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:01:44.712118+00:00", "flight_number": "UV9753", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight UV9753: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight UV9753: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:01:44.712109+00:00"}]}
2026-06-30 13:02:05 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:02:05.653971+00:00", "flight_number": "BB9174", "simple_status": "Cruise", "new_error_type": "Autopilot Status", "new_error_message": "Flight BB9174: Autopilot Status current=OFF expected=ON for status=Cruise", "triggered_parameter": "Autopilot Status", "recorded_value": "OFF", "issue_description": "Autopilot status does not match the required state (ON) for flight status Cruise.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight BB9174: Autopilot Status current=OFF expected=ON for status=Cruise", "first_detected": "2026-06-30T11:02:05.653962+00:00"}]}
2026-06-30 13:02:26 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:02:26.400272+00:00", "flight_number": "AB1234", "simple_status": "Parked", "new_error_type": "Autopilot Status", "new_error_message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Parked.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "first_detected": "2026-06-30T11:02:26.400262+00:00"}]}
2026-06-30 13:02:47 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:02:47.061582+00:00", "flight_number": "CD5678", "simple_status": "Parked", "new_error_type": "Cabin Pressure", "new_error_message": "Flight CD5678: Cabin Pressure current=9.65 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 9.65, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight CD5678: Cabin Pressure current=9.65 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:02:47.061573+00:00"}]}
2026-06-30 13:03:07 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:03:07.898399+00:00", "flight_number": "QR2468", "simple_status": "Taxiing", "new_error_type": "Autopilot Status", "new_error_message": "Flight QR2468: Autopilot Status current=ON expected=OFF for status=Taxiing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Taxiing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight QR2468: Autopilot Status current=ON expected=OFF for status=Taxiing", "first_detected": "2026-06-30T11:03:07.898390+00:00"}]}
2026-06-30 13:03:28 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:03:28.660574+00:00", "flight_number": "GH3456", "simple_status": "Parked", "new_error_type": "WiFi Usage", "new_error_message": "Flight GH3456: WiFi Usage current=127 expected max=0 for status=Parked", "triggered_parameter": "WiFi Usage", "recorded_value": 127, "issue_description": "Abnormal system usage pattern detected: Wi-Fi activity is present when it should be disabled.", "active_errors_for_flight": [{"error_type": "WiFi Usage", "message": "Flight GH3456: WiFi Usage current=127 expected max=0 for status=Parked", "first_detected": "2026-06-30T11:03:28.660560+00:00"}]}
2026-06-30 13:03:50 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:03:50.566137+00:00", "flight_number": "YZ7531", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight YZ7531: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight YZ7531: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:03:50.566126+00:00"}]}
2026-06-30 13:04:11 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:04:11.440450+00:00", "flight_number": "ST1357", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight ST1357: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight ST1357: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:04:11.440438+00:00"}]}
2026-06-30 13:04:32 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:04:32.479739+00:00", "flight_number": "AA4826", "simple_status": "Cruise", "new_error_type": "Autopilot Status", "new_error_message": "Flight AA4826: Autopilot Status current=OFF expected=ON for status=Cruise", "triggered_parameter": "Autopilot Status", "recorded_value": "OFF", "issue_description": "Autopilot status does not match the required state (ON) for flight status Cruise.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight AA4826: Autopilot Status current=OFF expected=ON for status=Cruise", "first_detected": "2026-06-30T11:04:32.479730+00:00"}]}
2026-06-30 13:04:53 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:04:53.221488+00:00", "flight_number": "AA4826", "simple_status": "Cruise", "new_error_type": "Cabin Pressure", "new_error_message": "Flight AA4826: Cabin Pressure current=9.69 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 9.69, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight AA4826: Cabin Pressure current=9.69 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:04:53.221479+00:00"}]}
2026-06-30 13:05:13 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:05:13.876164+00:00", "flight_number": "DD3589", "simple_status": "Cruise", "new_error_type": "WiFi Usage", "new_error_message": "Flight DD3589: WiFi Usage current=0 expected min=1 for status=Cruise", "triggered_parameter": "WiFi Usage", "recorded_value": 0, "issue_description": "Abnormal system usage pattern detected: Wi-Fi usage should be active but is zero.", "active_errors_for_flight": [{"error_type": "WiFi Usage", "message": "Flight DD3589: WiFi Usage current=0 expected min=1 for status=Cruise", "first_detected": "2026-06-30T11:05:13.876155+00:00"}]}
2026-06-30 13:05:34 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:05:34.641833+00:00", "flight_number": "WX8642", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight WX8642: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight WX8642: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:05:34.641824+00:00"}]}
2026-06-30 13:05:56 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:05:56.351503+00:00", "flight_number": "QR2468", "simple_status": "Taxiing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight QR2468: Cabin Pressure current=15.78 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.78, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight QR2468: Cabin Pressure current=15.78 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:05:56.351493+00:00"}]}
2026-06-30 13:06:17 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:06:17.048914+00:00", "flight_number": "UV9753", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight UV9753: Cabin Pressure current=9.58 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 9.58, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight UV9753: Cabin Pressure current=9.58 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:06:17.048907+00:00"}]}
2026-06-30 13:06:37 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:06:37.803414+00:00", "flight_number": "NP6789", "simple_status": "Taxiing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight NP6789: Cabin Pressure current=9.92 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 9.92, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight NP6789: Cabin Pressure current=9.92 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:06:37.803404+00:00"}]}
2026-06-30 13:06:58 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:06:58.454121+00:00", "flight_number": "WX8642", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight WX8642: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight WX8642: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:06:58.454111+00:00"}]}
2026-06-30 13:07:20 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:07:20.156625+00:00", "flight_number": "WX8642", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight WX8642: Cabin Pressure current=15.38 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.38, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight WX8642: Cabin Pressure current=15.38 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:07:20.156615+00:00"}]}
2026-06-30 13:07:40 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:07:40.929357+00:00", "flight_number": "BB9174", "simple_status": "Cruise", "new_error_type": "WiFi Usage", "new_error_message": "Flight BB9174: WiFi Usage current=0 expected min=1 for status=Cruise", "triggered_parameter": "WiFi Usage", "recorded_value": 0, "issue_description": "Abnormal system usage pattern detected: Wi-Fi usage should be active but is zero.", "active_errors_for_flight": [{"error_type": "WiFi Usage", "message": "Flight BB9174: WiFi Usage current=0 expected min=1 for status=Cruise", "first_detected": "2026-06-30T11:07:40.929347+00:00"}]}
2026-06-30 13:08:01 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:08:01.708139+00:00", "flight_number": "ST1357", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight ST1357: Cabin Pressure current=15.63 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.63, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight ST1357: Cabin Pressure current=15.63 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:08:01.708130+00:00"}]}
2026-06-30 13:08:22 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:08:22.526209+00:00", "flight_number": "NP6789", "simple_status": "Taxiing", "new_error_type": "Autopilot Status", "new_error_message": "Flight NP6789: Autopilot Status current=ON expected=OFF for status=Taxiing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Taxiing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight NP6789: Autopilot Status current=ON expected=OFF for status=Taxiing", "first_detected": "2026-06-30T11:08:22.526200+00:00"}]}
2026-06-30 13:08:43 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:08:43.623813+00:00", "flight_number": "QR2468", "simple_status": "Taxiing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight QR2468: Cabin Pressure current=15.96 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.96, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight QR2468: Cabin Pressure current=15.96 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:08:43.623803+00:00"}]}
2026-06-30 13:09:04 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:09:04.290596+00:00", "flight_number": "EF9012", "simple_status": "Parked", "new_error_type": "WiFi Usage", "new_error_message": "Flight EF9012: WiFi Usage current=199 expected max=0 for status=Parked", "triggered_parameter": "WiFi Usage", "recorded_value": 199, "issue_description": "Abnormal system usage pattern detected: Wi-Fi activity is present when it should be disabled.", "active_errors_for_flight": [{"error_type": "WiFi Usage", "message": "Flight EF9012: WiFi Usage current=199 expected max=0 for status=Parked", "first_detected": "2026-06-30T11:09:04.290587+00:00"}]}
2026-06-30 13:09:24 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:09:24.914908+00:00", "flight_number": "JK7890", "simple_status": "Taxiing", "new_error_type": "Autopilot Status", "new_error_message": "Flight JK7890: Autopilot Status current=ON expected=OFF for status=Taxiing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Taxiing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight JK7890: Autopilot Status current=ON expected=OFF for status=Taxiing", "first_detected": "2026-06-30T11:09:24.914899+00:00"}]}
2026-06-30 13:09:46 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:09:46.629200+00:00", "flight_number": "LM1235", "simple_status": "Taxiing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight LM1235: Cabin Pressure current=15.24 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.24, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight LM1235: Cabin Pressure current=15.24 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:09:46.629191+00:00"}]}
2026-06-30 13:10:07 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:10:07.405864+00:00", "flight_number": "ST1357", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight ST1357: Cabin Pressure current=10.54 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 10.54, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight ST1357: Cabin Pressure current=10.54 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:10:07.405854+00:00"}]}
2026-06-30 13:10:28 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:10:28.167987+00:00", "flight_number": "AB1234", "simple_status": "Parked", "new_error_type": "Autopilot Status", "new_error_message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Parked.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "first_detected": "2026-06-30T11:10:28.167978+00:00"}]}
2026-06-30 13:10:48 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:10:48.827544+00:00", "flight_number": "YZ7531", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight YZ7531: Cabin Pressure current=10.0 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 10.0, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight YZ7531: Cabin Pressure current=10.0 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:10:48.827535+00:00"}]}
2026-06-30 13:11:10 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:11:10.504550+00:00", "flight_number": "GH3456", "simple_status": "Parked", "new_error_type": "Autopilot Status", "new_error_message": "Flight GH3456: Autopilot Status current=ON expected=OFF for status=Parked", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Parked.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight GH3456: Autopilot Status current=ON expected=OFF for status=Parked", "first_detected": "2026-06-30T11:11:10.504538+00:00"}]}
2026-06-30 13:11:31 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:11:31.470765+00:00", "flight_number": "CD5678", "simple_status": "Parked", "new_error_type": "Cabin Pressure", "new_error_message": "Flight CD5678: Cabin Pressure current=16.14 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 16.14, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight CD5678: Cabin Pressure current=16.14 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:11:31.470755+00:00"}]}
2026-06-30 13:11:52 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:11:52.116914+00:00", "flight_number": "EF9012", "simple_status": "Parked", "new_error_type": "Cabin Pressure", "new_error_message": "Flight EF9012: Cabin Pressure current=15.49 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.49, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight EF9012: Cabin Pressure current=15.49 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:11:52.116904+00:00"}]}
2026-06-30 13:12:12 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:12:12.808945+00:00", "flight_number": "DD3589", "simple_status": "Cruise", "new_error_type": "Cabin Pressure", "new_error_message": "Flight DD3589: Cabin Pressure current=15.99 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.99, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight DD3589: Cabin Pressure current=15.99 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:12:12.808937+00:00"}]}
2026-06-30 13:12:33 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:12:33.488542+00:00", "flight_number": "WX8642", "simple_status": "Takeoff/Landing", "new_error_type": "Cabin Pressure", "new_error_message": "Flight WX8642: Cabin Pressure current=15.2 expected min=10.9 max=14.7", "triggered_parameter": "Cabin Pressure", "recorded_value": 15.2, "issue_description": "Cabin pressure is outside the configured safe operational range.", "active_errors_for_flight": [{"error_type": "Cabin Pressure", "message": "Flight WX8642: Cabin Pressure current=15.2 expected min=10.9 max=14.7", "first_detected": "2026-06-30T11:12:33.488533+00:00"}]}
2026-06-30 13:12:54 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:12:54.170950+00:00", "flight_number": "YZ7531", "simple_status": "Takeoff/Landing", "new_error_type": "Autopilot Status", "new_error_message": "Flight YZ7531: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Takeoff/Landing.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight YZ7531: Autopilot Status current=ON expected=OFF for status=Takeoff/Landing", "first_detected": "2026-06-30T11:12:54.170940+00:00"}]}
2026-06-30 13:13:14 [Trigger] NOTIFICATION {"timestamp": "2026-06-30T11:13:14.853260+00:00", "flight_number": "AB1234", "simple_status": "Parked", "new_error_type": "Autopilot Status", "new_error_message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "triggered_parameter": "Autopilot Status", "recorded_value": "ON", "issue_description": "Autopilot status does not match the required state (OFF) for flight status Parked.", "active_errors_for_flight": [{"error_type": "Autopilot Status", "message": "Flight AB1234: Autopilot Status current=ON expected=OFF for status=Parked", "first_detected": "2026-06-30T11:13:14.853251+00:00"}]}
